Index	Name	IsConst	Min	Max	Unique values	Unique values in characters
5	CW_NO_READ	True			[0]	['\x00']
6	CW_GOOD_READ	True			[0]	['\x00']
7	CW_EXTERNAL_OUTPUT_1	True			[1]	['\x01']
8	CW_EXTERNAL_OUTPUT_2	True			[0]	['\x00']
9	CW_RESULT_1	True			[0]	['\x00']
10	CW_RESULT_2	True			[0]	['\x00']
11	CW_SYSTEM_READY	True			[0]	['\x00']
12	CW_EXTERNAL_INPUT_1	True			[0]	['\x00']
13	CW_EXTERNAL_INPUT_2	True			[0]	['\x00']
14	CW_SENSOR_1	True			[0]	['\x00']
15	CW_SENSOR_2	True			[0]	['\x00']
16	CW_RESERVED_02	True			[0]	['\x00']
17	CW_RESERVED_03	True			[0]	['\x00']
18	CW_TRIGGER_SENSOR_NO	True			[0]	['\x00']
19	CW_TRIGGER_SENSOR_NC	True			[1]	['\x01']
20	GOOD_READ	True			[0]	['\x00']
21	NO_READ	True			[0]	['\x00']
22	DEVICE_READY	True			[1]	['\x01']
23	SYSTEM_READY	True			[0]	['\x00']
24	ATR_DO_STATE	True			[0]	['\x00']
25	HEAD_01	False	8	12	[8, 12]	['\x08', '\x0c']
26	HEAD_03	True			[0]	['\x00']
27	HEAD_04	True			[13]	['\r']
28	HEAD_05	True			[0]	['\x00']
29	DATA_01	True			[72]	['H']
30	DATA_02	True			[72]	['H']
31	DATA_03	True			[72]	['H']
32	DATA_04	True			[72]	['H']
33	DATA_05	True			[72]	['H']
34	DATA_06	True			[72]	['H']
35	DATA_07	True			[72]	['H']
36	DATA_08	True			[72]	['H']
37	DATA_09	True			[72]	['H']
38	DATA_10	True			[72]	['H']
39	DATA_11	True			[72]	['H']
40	DATA_12	True			[32]	[' ']
41	DATA_13	True			[32]	[' ']
42	DATA_14	True			[0]	['\x00']
43	DATA_15	True			[0]	['\x00']
44	DATA_16	True			[0]	['\x00']
45	DATA_17	True			[0]	['\x00']
46	DATA_18	True			[0]	['\x00']
47	DATA_19	True			[0]	['\x00']
48	DATA_20	True			[0]	['\x00']
49	DATA_21	True			[0]	['\x00']
50	DATA_22	True			[0]	['\x00']
51	DATA_23	True			[0]	['\x00']
52	DATA_24	True			[0]	['\x00']
53	DATA_25	True			[0]	['\x00']
54	DATA_26	True			[0]	['\x00']
55	DATA_27	True			[0]	['\x00']
56	ATR.IN.HEADER.RESERVED_05	True			[0]	['\x00']
57	ATR.IN.HEADER.BUFFER_OVERRUN	True			[0]	['\x00']
58	ATR.IN.HEADER.RESERVED_04	True			[0]	['\x00']
59	ATR.IN.HEADER.RESERVED_03	True			[0]	['\x00']
60	ATR.IN.HEADER.PLCERROR	True			[1]	['\x01']
61	ATR.IN.HEADER.HEARTBEAT	False	0	1	[0, 1]	['\x00', '\x01']
62	ATR.IN.HEADER.RESERVED_02	True			[0]	['\x00']
63	ATR.IN.HEADER.RESERVED_01	True			[0]	['\x00']
64	ATR.IN.HEADER.TRANSMIT_COUNT_BACK_B	True			[0]	['\x00']
65	ATR.IN.HEADER.RECIEVE_LENGTH_LSB_B	True			[13]	['\r']
66	ATR.IN.HEADER.RECIEVE_LENGTH_MSB_B	True			[0]	['\x00']
67	ATR.IN.HEADER.RECIEVE_COUNT_B	Increasing
68	BARCODE_AC[1]	True			[63]	['?']
69	BARCODE_AC[2]	True			[63]	['?']
70	BARCODE_AC[3]	True			[63]	['?']
71	BARCODE_AC[4]	True			[63]	['?']
72	BARCODE_AC[5]	True			[63]	['?']
73	BARCODE_AC[6]	True			[63]	['?']
74	BARCODE_AC[7]	True			[63]	['?']
75	BARCODE_AC[8]	True			[63]	['?']
76	BARCODE_AC[9]	True			[63]	['?']
77	BARCODE_AC[10]	True			[63]	['?']
78	BARCODE_AC[11]	True			[32]	[' ']
79	BARCODE_AC[12]	True			[32]	[' ']
80	Semicolon	True			[59]	[';']
81	??? - DB 413DBB 115	True			[0]	['\x00']
82	??? - DB 413DBB 101	True			[0]	['\x00']
83	B_BARCODE_AC[1]	True			[72]	['H']
84	B_BARCODE_AC[2]	True			[72]	['H']
85	B_BARCODE_AC[3]	True			[72]	['H']
86	B_BARCODE_AC[4]	True			[72]	['H']
87	B_BARCODE_AC[5]	True			[72]	['H']
88	B_BARCODE_AC[6]	True			[72]	['H']
89	B_BARCODE_AC[7]	True			[72]	['H']
90	B_BARCODE_AC[8]	True			[72]	['H']
91	B_BARCODE_AC[9]	True			[72]	['H']
92	B_BARCODE_AC[10]	True			[72]	['H']
93	B_BARCODE_AC[11]	True			[72]	['H']
94	B_BARCODE_AC[12]	True			[32]	[' ']
95	TG_B.STATUS	True			[32]	[' ']
96	I  240.0	True			[1]	['\x01']
97	I  240.2	True			[1]	['\x01']
